date,site,observer,quadrat,id,1_pc,1_9,2_pc,2_9,3_pc,3_9,4_pc,4_9,5_pc,5_9,6_pc,6_9,7_pc,7_9,8_pc,8_9,9_pc,9_9,10_pc,10_9
9/11/2013,s1,Group,1,Sorrel(e),0.00,0,2.00,1,0.00,0,1.00,1,0.00,0,2.00,2,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,wallaby grass(n),0.00,0,3.00,3,6.00,4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Tall speargrass(n),2.00,1,0.00,0,0.00,0,0.00,0,35.00,9,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Speargrass 1(n),40.00,9,3.00,6,23.00,9,0.00,0,0.00,0,20.00,8,35.00,9,15.00,9,35.00,9,12,9
9/11/2013,s1,Group,1,Wild oats(e),12.00,8,30.00,9,80.00,9,95.00,9,60.00,9,5.00,5,2.00,4,25.00,9,4.00,4,2,4
9/11/2013,s1,Group,1,Great brome(e),0.00,0,3.00,5,4.00,4,4.00,5,0.00,0,10.00,7,3.00,2,3.00,2,3.00,2,36,8
9/11/2013,s1,Group,1,Oval brome(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Skeleton weed(e),4.00,1,11.00,8,1.00,1,0.00,0,5.00,5,2.00,2,9.00,9,1.00,1,5.00,7,1,1
9/11/2013,s1,Group,1,Fleabane(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Austral crassula (succulent)(n),3.00,4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,3,3
9/11/2013,s1,Group,1,Patterson's curse(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Hairless panic(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Erodium pink(e),0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,0.00,0,0.00,0,0.00,0,2.00,1,0,0
9/11/2013,s1,Group,1,Erodium blue(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,New cudweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Common cudweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Mini flatweed(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,2.00,2,0.00,0,3.00,5,5.00,5,2,3
9/11/2013,s1,Group,1,Flatweed(e),2.00,1,2.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Prickly lettuce(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Weeping grass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,25,6
9/11/2013,s1,Group,1,Oxalis(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Native panic grass(n),0.00,0,0.00,0,0.00,0,0.00,0,5.00,3,0.00,0,0.00,0,0.00,0,1.00,1,0,0
9/11/2013,s1,Group,1,Aira hairy ligule(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Proliferous pink(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Ribwort plantain(e),2.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Dock(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Ryecorn(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Hare's foot clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Cluster clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,1,Sub clover(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,40.00,9,0.00,0,5,3
9/11/2013,s1,Group,1,Vulpia any species(e),0.00,0,0.00,0,2.00,2,0.00,0,30.00,9,0.00,0,7.00,6,60.00,9,40.00,9,13,9
9/11/2013,s1,Group,1,Bare ground,50.00,9,0.00,0,6.00,5,0.00,0,10.00,9,5.00,9,20.00,8,4.00,2,8.00,6,10,6
9/11/2013,s1,Group,1,Grass litter,0.00,0,15.00,7,12.00,8,30.00,9,30.00,9,0.00,0,22.00,8,10.00,5,8.00,7,7,6
9/11/2013,s1,Group,1,Leaf litter,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,50.00,9,0.00,0,5.00,5,2.00,8,1,3
9/11/2013,s1,Group,1,Rock,8.00,4,1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,15.00,5,0.00,0,5.00,3,10,5
9/11/2013,s1,Group,1,scat,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,8.00,6,2.00,3,3.00,5,1,4
9/11/2013,s1,Group,2,Sorrel(e),8.00,6,0.00,0,0.00,0,0.00,0,5.00,4,0.00,0,4.00,4,0.00,0,0.00,0,1,2
9/11/2013,s1,Group,2,wallaby grass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Tall speargrass(n),5.00,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Speargrass 1(n),50.00,9,0.00,0,70.00,7,0.00,0,10.00,9,5.00,7,20.00,9,30.00,9,20.00,9,20,5
9/11/2013,s1,Group,2,Wild oats(e),3.00,1,40.00,9,20.00,6,90.00,9,10.00,9,3.00,5,2.00,2,5.00,9,3.00,3,0,0
9/11/2013,s1,Group,2,Great brome(e),0.00,0,5.00,3,5.00,2,0.00,0,0.00,0,60.00,9,2.00,2,10.00,7,0.00,0,60,9
9/11/2013,s1,Group,2,Oval brome(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Skeleton weed(e),1.00,1,5.00,7,5.00,6,0.00,0,5.00,3,30.00,9,2.00,1,0.00,0,1.00,1,3,1
9/11/2013,s1,Group,2,Fleabane(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Austral crassula (succulent)(n),1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,4.00,4,0.00,0,0.00,0,1,1
9/11/2013,s1,Group,2,Patterson's curse(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Hairless panic(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Erodium pink(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1
9/11/2013,s1,Group,2,Erodium blue(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,New cudweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Common cudweed(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Mini flatweed(e),1.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,1.00,1,1.00,1,3.00,5,5,4
9/11/2013,s1,Group,2,Flatweed(e),0.00,0,0.00,0,0.00,0,0.00,0,5.00,1,0.00,0,0.00,0,1.00,1,0.00,0,0,0
9/11/2013,s1,Group,2,Prickly lettuce(e),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Weeping grass(n),0.00,0,0.00,0,0.00,0,0.00,0,10.00,3,2.00,1,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Oxalis(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
9/11/2013,s1,Group,2,Native panic grass(n),0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0
